year,country_name,hdi_category,indicator_name,reference,values
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,41.6
,Botswana,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,35.6
,Namibia,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,39.1
,Morocco,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,30.3
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,42.4
,India,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,33.0
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,40.5
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,39.8
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,37.6
,Myanmar,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,27.3
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,33.0
,Comoros,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,42.0
,Ghana,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,39.0
,Pakistan,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,37.2
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,40.3
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,40.4
,Congo,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,41.9
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,35.2
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,39.8
,Nepal,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,39.0
,Madagascar,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,43.8
,Cameroon,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,41.8
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,40.6
,Haiti,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,38.0
,Sudan,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,40.7
,Kenya,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,42.6
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,38.5
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,45.0
,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,39.5
,Togo,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,43.3
,Yemen,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,45.9
,Uganda,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,49.4
,Gambia,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total) 2005,,41.2
,Senegal,,Population under age 15 (% of total) 2005,,42.2
,Eritrea,,Population under age 15 (% of total) 2005,,43.0
,Nigeria,,Population under age 15 (% of total) 2005,,44.3
,Tanzania (United Republic of),,Population under age 15 (% of total) 2005,,44.4
,Guinea,,Population under age 15 (% of total) 2005,,43.4
,Rwanda,,Population under age 15 (% of total) 2005,,43.5
,Angola,,Population under age 15 (% of total) 2005,,46.4
,Benin,,Population under age 15 (% of total) 2005,,44.2
,Malawi,,Population under age 15 (% of total) 2005,,47.1
,Zambia,,Population under age 15 (% of total) 2005,,45.7
,Iceland,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,20.0
,Norway,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,17.7
,Australia,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,17.9
,Canada,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,15.6
,Ireland,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,21.1
,Sweden,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,16.7
,Switzerland,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,14.5
,Japan,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,12.5
,Netherlands,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,16.5
,France,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,17.8
,Finland,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,16.5
,United States,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,19.8
,Spain,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,15.4
,Denmark,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,17.0
,Austria,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,14.1
,United Kingdom,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,17.2
,Belgium,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,15.8
,Luxembourg,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,17.0
,New Zealand,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,19.4
,Italy,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,13.5
,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,12.3
,Germany,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,12.9
,Israel,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,26.2
,Greece,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,13.7
,Singapore,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,12.8
,Korea (Republic of),HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,13.7
,Slovenia,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,13.4
,Cyprus,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,17.3
,Portugal,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,15.3
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,25.8
,Barbados,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,16.1
,Czech Republic,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,13.8
,Kuwait,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,22.5
,Malta,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,14.6
,Qatar,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,20.6
,Hungary,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,14.2
,Poland,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,14.2
,Argentina,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,23.9
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,19.7
,Chile,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,20.9
,Bahrain,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,22.2
,Slovakia,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,14.6
,Lithuania,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,14.0
,Estonia,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,16.0
,Latvia,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,14.2
,Uruguay,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,21.4
,Croatia,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,13.9
,Costa Rica,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,23.8
,Bahamas,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,23.0
,Seychelles,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,..
,Cuba,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,15.7
,Mexico,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,25.6
,Bulgaria,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,13.5
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,..
,Tonga,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,33.9
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,29.4
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,..
,Oman,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,28.6
,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,20.8
,Romania,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,14.7
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,30.7
,Panama,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,27.2
,Malaysia,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,27.3
,Belarus,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,14.4
,Mauritius,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,20.9
,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,13.9
,Russian Federation,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,15.9
,Albania,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,22.3
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,16.2
,Brazil,HIGH HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,25.4
,Dominica,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,..
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,25.4
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,24.9
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,27.9
,Colombia,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,25.4
,Ukraine,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,13.9
,Samoa,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,33.8
,Thailand,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,19.7
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,30.5
,Belize,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,32.0
,China,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,d,18.5
,Grenada,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,26.7
,Armenia,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,17.5
,Turkey,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,24.4
,Suriname,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,26.2
,Jordan,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,32.2
,Peru,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,27.4
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,24.6
,Ecuador,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,28.2
,Philippines,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,32.5
,Tunisia,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,22.5
,Fiji,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,28.7
,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,26.8
,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,25.6
,Paraguay,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,31.4
,Georgia,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,15.9
,Guyana,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,25.3
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,20.6
,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,21.4
,Maldives,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,29.0
,Jamaica,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,27.9
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,35.6
,El Salvador,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,29.7
,Algeria,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,26.7
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,25.0
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,41.9
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,24.9
,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,33.0
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,27.0
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,32.0
,Moldova,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,17.2
,Egypt,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,30.7
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,28.3
,Mongolia,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,24.3
,Honduras,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,34.3
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,27.3
,Bolivia,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,33.5
,Guatemala,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,39.5
,Gabon,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,31.8
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,35.1
,South Africa,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,30.2
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,33.6
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,38.1
,Botswana,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,32.1
,Namibia,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,33.2
,Morocco,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,26.8
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,41.3
,India,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,28.7
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,35.9
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,32.8
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,32.1
,Myanmar,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,23.1
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,24.9
,Comoros,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,38.5
,Ghana,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,35.1
,Pakistan,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,32.1
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,36.9
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,37.4
,Congo,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,39.8
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,31.1
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,36.5
,Nepal,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,34.1
,Madagascar,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,40.4
,Cameroon,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,38.4
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,35.8
,Haiti,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,34.1
,Sudan,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,36.4
,Kenya,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,42.5
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,33.5
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,44.0
,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,35.2
,Togo,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,40.0
,Yemen,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,42.4
,Uganda,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,48.0
,Gambia,MEDIUM HUMAN DEVELOPMENT,Population under age 15 (% of total)2015b,,38.3
,Senegal,,Population under age 15 (% of total)2015b,,39.0
,Eritrea,,Population under age 15 (% of total)2015b,,42.6
,Nigeria,,Population under age 15 (% of total)2015b,,41.3
,Tanzania (United Republic of),,Population under age 15 (% of total)2015b,,42.8
,Guinea,,Population under age 15 (% of total)2015b,,41.5
,Rwanda,,Population under age 15 (% of total)2015b,,43.7
,Angola,,Population under age 15 (% of total)2015b,,45.3
,Benin,,Population under age 15 (% of total)2015b,,41.9
,Malawi,,Population under age 15 (% of total)2015b,,44.6
,Zambia,,Population under age 15 (% of total)2015b,,43.4
,Iceland,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,11.7
,Norway,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,14.7
,Australia,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,13.1
,Canada,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,13.1
,Ireland,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,11.1
,Sweden,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,17.2
,Switzerland,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,15.4
,Japan,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,19.7
,Netherlands,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,14.2
,France,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,16.3
,Finland,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,15.9
,United States,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,12.3
,Spain,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,16.8
,Denmark,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,15.1
,Austria,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,16.2
,United Kingdom,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,16.1
,Belgium,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,17.3
,Luxembourg,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,14.2
,New Zealand,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,12.2
,Italy,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,19.7
,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,12.0
,Germany,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,18.8
,Israel,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,10.1
,Greece,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,18.3
,Singapore,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,8.5
,Korea (Republic of),HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,9.4
,Slovenia,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,15.6
,Cyprus,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,12.1
,Portugal,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,16.9
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,3.2
,Barbados,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,9.2
,Czech Republic,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,14.2
,Kuwait,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,1.8
,Malta,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,13.2
,Qatar,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,1.3
,Hungary,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,15.2
,Poland,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,13.3
,Argentina,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,10.2
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,1.1
,Chile,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,8.1
,Bahrain,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,3.1
,Slovakia,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,11.7
,Lithuania,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,15.3
,Estonia,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,16.6
,Latvia,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,16.6
,Uruguay,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,13.5
,Croatia,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,17.2
,Costa Rica,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,5.8
,Bahamas,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,6.2
,Seychelles,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,..
,Cuba,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,11.2
,Mexico,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,5.8
,Bulgaria,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,17.2
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,..
,Tonga,HIGH HUMAN DEVELOPMENT,Population aged 65 and older(% of total) 2005,,6.4
